TubeID,Date,Month,MonthNo,Season,Time,Monkey,Birthday,Age,AgeD,AgeY,Sex,Rank,Group,GroupSize,MCPDensity,KDE50Density,KDE95Density,Matriline,Kin,FemaleKin,KDE50,KDE95,MCP_HR,MCP_DRY,MCP_RAINY,MCP_RAINY1,MCP_RAINY2,NDVI_RAINY2,NDVI_RAINY1,NDVI_RAINY,NDVI_DRY,NDVI,MINT_2,MINT_1,MINT,AVET_2,AVET_1,AVET,MAXT_2,MAXT_1,MAXT,RAIN_2,RAIN_1,RAIN,TreeArea,BuildArea,RangeArea,AnalysisEnd,Observer,TotalMl,FecesWeight,Diversity,M1_Fila,M2_Stegg,M3_Hdimi,M4_Prosth,M5_Subu,M6_Spiru,M7_Eim,M8_StAM,M9_StLVR,M10_StLVF,TotalP,PPG,FilaPA,SteggPA,HdimiPA,ProsthPA,SubuPA,SpiruPA,EimPA,StamPA,StlvrPA,StlvFPA,FilaPFG,SteggPFG,HdimiPFG,StamPFG,StlvrPFG,StlvrPFG
PA-174,19-Oct-20,Oct,3,RAINY,11:00,Unknown,,UNK,,,UNK,,AD,22,11.38186734,42.71048504,13.88406803,,,,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.889842666,0.009383832,0.100944747,7/26/21,MCH,6,0.82,3,44,2,0,0,0,0,0,0,0,3,49,60,1,1,0,0,0,0,0,0,0,1,54,2,0,0,0,4
PA-176,19-Oct-20,Oct,3,RAINY,11:40,Unknown,,UNK,,,UNK,,AD,22,11.38186734,42.71048504,13.88406803,,,,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.889842666,0.009383832,0.100944747,7/6/21,MCH/HH,-,4.34,2,2,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PA-181,29-Oct-20,Oct,3,RAINY,7:46,Unknown,,UNK,,,UNK,,RM,33,21.03212945,45.78525881,21.21717125,,,,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.920383193,0,0.079615533,7/18/21,MCH/HH,8.25,3.06,2,19,3,0,0,0,0,0,0,0,0,22,7,1,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0
PA-667,19-Jul-21,Jul,12,RAINY,7:20,Unknown,,UNK,,,UNK,,AD,22,11.38186734,42.71048504,13.88406803,,,,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,24.51,23.89,23.94,27.84,26.93,26.5,31.1,29.97,29.05,128.4,153.4,89.8,0.889842666,0.009383832,0.100944747,2/16/23,JKH,6.8,1.7,2,388,29,0,0,0,0,0,0,0,0,417,245,1,1,0,0,0,0,0,0,0,0,228,17,0,0,0,0
PA-120,28-Sep-20,Sep,2,RAINY,10:35,Ursula,8/20/14,AF,2625,7.191780822,Female,3,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,24.84,24.06,23.79,27.12,26.16,26.07,29.39,28.26,28.35,123.6,512.2,327.9,0.920383193,0,0.079615533,10/27/21,JC/MCH,4.5,2.08,2,161,4,0,0,0,0,0,0,0,0,165,79,1,1,0,0,0,0,0,0,0,0,77,2,0,0,0,0
PA-592,13-Apr-21,Apr,9,DRY,7:50,Ursula,8/20/14,AF,3430,9.397260274,Female,3,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,23.14,23.77,24.51,27.07,28.25,28.95,31,32.73,33.39,10.8,0.1,94.7,0.920383193,0,0.079615533,1/10/24,MCH,7,0.8,4,206,3,0,0,0,0,0,12,0,21,242,303,1,1,0,0,0,0,0,1,0,1,258,4,0,15,0,26
PA-367,18-Jan-21,Jan,6,DRY,8:28,WallE,11/1/13,SAM,3716,10.18082192,Male,4,AD,22,11.38186734,42.71048504,13.88406803,Pumb,1,0,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,22.93,22.79,22.97,24.57,25.09,25.61,26.2,27.39,28.24,681.5,29,10.8,0.889842666,0.009383832,0.100944747,1/4/24,MCH,,2.77,2,671,2,0,0,0,0,0,0,0,0,673,243,1,1,0,0,0,0,0,0,0,0,242,1,0,0,0,0
PA-699,11-Aug-21,2-Aug,13,RAINY,8:05,WallE,11/1/13,SAM,3311,9.071232877,Male,4,AD,22,11.38186734,42.71048504,13.88406803,Pumb,1,0,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.889842666,0.009383832,0.100944747,11/25/22,JKH,6.5,1.68,3,48,3,0,0,0,0,0,0,3,0,54,32,1,1,0,0,0,0,0,0,1,0,29,2,0,0,2,0
PA-707,11-Aug-21,2-Aug,13,RAINY,10:00,WallE,11/1/13,SAM,3373,9.24109589,Male,4,AD,22,11.38186734,42.71048504,13.88406803,Pumb,1,0,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.889842666,0.009383832,0.100944747,1/26/23,JKH,7.6,2.8,2,84,17,0,0,0,0,0,0,0,0,101,36,1,1,0,0,0,0,0,0,0,0,30,6,0,0,0,0
PA-754,26-Aug-21,2-Aug,13,RAINY,11:19,WallE,11/1/13,SAM,3269,8.956164384,Male,4,AD,22,11.38186734,42.71048504,13.88406803,Pumb,1,0,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.889842666,0.009383832,0.100944747,10/14/22,JKH,7,1.5,3,41,2,0,0,0,0,0,0,0,1,44,29,1,1,0,0,0,0,0,0,0,1,27,1,0,0,0,1
PA-024,11-Aug-20,Aug,1,RAINY,11:34,Winky,6/1/08,AF,4903,13.43287671,Female,1,BC,11,6.239286861,14.38237505,6.65000538,Mrsw,6,4,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.991626877,0.008079309,0,11/3/21,JC/MCH,4,2.04,5,606,1,0,0,0,0,0,26,2,86,721,353,1,1,0,0,0,0,0,1,1,1,297,0,0,13,1,42
PA-217,16-Nov-20,Nov,4,RAINY,12:10,Winky,6/1/08,AF,5625,15.4109589,Female,1,BC,11,6.239286861,14.38237505,6.65000538,Mrsw,6,4,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,23.79,23.71,22.93,26.07,25.55,24.57,28.35,27.38,26.2,327.9,441.6,681.5,0.991626877,0.008079309,0,10/26/23,MCH,8,3.49,4,130,28,0,0,0,0,1,0,0,1,160,46,1,1,0,0,0,0,1,0,0,1,37,8,0,0,0,0
PA-543,18-Mar-21,Mar,8,DRY,11:20,Winky,6/1/08,AF,5701,15.61917808,Female,1,BC,11,6.239286861,14.38237505,6.65000538,Mrsw,6,4,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,22.97,23.14,23.77,25.61,27.07,28.25,28.24,31,32.73,10.8,10.8,0.1,0.991626877,0.008079309,0,1/10/24,MCH,8,4.69,2,140,11,0,0,0,0,0,0,0,0,151,32,1,1,0,0,0,0,0,0,0,0,30,2,0,0,0,0
PA-728,18-Aug-21,2-Aug,13,RAINY,9:30,Winky,6/1/08,AF,5121,14.03013699,Female,1,BC,11,6.239286861,14.38237505,6.65000538,Mrsw,6,4,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.991626877,0.008079309,0,6/9/22,JKH,6.5,1.48,3,16,21,0,0,0,0,0,0,0,2,39,26,1,1,0,0,0,0,0,0,0,1,11,14,0,0,0,1
PA-055,19-Aug-20,Aug,1,RAINY,12:08,Yarrow,7/17/17,LJM,1827,5.005479452,Male,,LV,30,12.81671162,35.0544688,15.39024269,Dosl,2,1,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.976790217,0.007748984,0.01576071,7/18/22,JC,3.5,2.71,1,6,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PA-222,19-Nov-20,Nov,4,RAINY,11:37,Yarrow,7/17/17,LJM,2251,6.167123288,Male,,LV,30,12.81671162,35.0544688,15.39024269,Dosl,2,1,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,23.79,23.71,22.93,26.07,25.55,24.57,28.35,27.38,26.2,327.9,441.6,681.5,0.976790217,0.007748984,0.01576071,9/15/23,MCH,7,3.88,2,4,7,0,0,0,0,0,0,0,0,11,3,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0
PA-567,7-Apr-21,Apr,9,DRY,9:57,Yarrow,7/17/17,LJM,2156,5.906849315,Male,,LV,30,12.81671162,35.0544688,15.39024269,Dosl,2,1,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,23.14,23.77,24.51,27.07,28.25,28.95,31,32.73,33.39,10.8,0.1,94.7,0.976790217,0.007748984,0.01576071,6/12/23,MCH,,2.21,1,40,0,0,0,0,0,0,0,0,0,40,18,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
PA-036,18-Aug-20,Aug,1,RAINY,8:09,Zazu,2/2/99,AF,8392,22.99178082,Female,7,AD,22,11.38186734,42.71048504,13.88406803,Seri,7,6,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.889842666,0.009383832,0.100944747,1/24/22,JC,3.5,1.7,4,190,0,0,0,0,0,0,22,23,58,293,172,1,0,0,0,0,0,0,1,1,1,112,0,0,13,14,34
